Time, Date, Ch1, Ch2, NAE
3557261903,2016/9/21 0:18:23,15,267,0
3557281863,2016/9/21 5:51:3,17,223,0
3557288446,2016/9/21 7:40:46,389,91,0
3557291742,2016/9/21 8:35:42,304,14,0
3557292720,2016/9/21 8:52:0,18,450,0
3557293156,2016/9/21 8:59:16,18,172,0
3557294438,2016/9/21 9:20:38,16,3038,0
3557294978,2016/9/21 9:29:38,29,327,0
3557295651,2016/9/21 9:40:51,15,176,0
3557295703,2016/9/21 9:41:43,16,370,0
3557298825,2016/9/21 10:33:45,218,15,0
3557299905,2016/9/21 10:51:45,15,351,0
3557300016,2016/9/21 10:53:36,51,213,0
3557302308,2016/9/21 11:31:48,15,4745,0
3557302573,2016/9/21 11:36:13,13,191,0
3557302815,2016/9/21 11:40:15,16,541,0
3557304388,2016/9/21 12:6:28,13,202,0
3557306804,2016/9/21 12:46:44,17,242,0
3557307190,2016/9/21 12:53:10,32,3657,0
3557307287,2016/9/21 12:54:47,18,277,0
3557308111,2016/9/21 13:8:31,13,436,0
3557308178,2016/9/21 13:9:38,14,187,0
3557308190,2016/9/21 13:9:50,43,182,0
3557310471,2016/9/21 13:47:51,15,1934,0
3557312415,2016/9/21 14:20:15,17,172,0
3557315225,2016/9/21 15:7:5,81,351,0
3557319499,2016/9/21 16:18:19,17,169,0
3557324069,2016/9/21 17:34:29,245,29,0
3557324070,2016/9/21 17:34:30,245,29,0
3557325353,2016/9/21 17:55:53,66,295,0
3557325783,2016/9/21 18:3:3,1288,16,0
3557327270,2016/9/21 18:27:50,65,439,0
3557332297,2016/9/21 19:51:37,57,233,0
3557335395,2016/9/21 20:43:15,239,24,0
