Time, Date, Ch1, Ch2, NAE
3557002925,2016/9/18 0:22:5,16,1109,0
3557005801,2016/9/18 1:10:1,15,427,0
3557006028,2016/9/18 1:13:48,16,326,0
3557008433,2016/9/18 1:53:53,17,1266,0
3557013979,2016/9/18 3:26:19,15,788,0
3557017665,2016/9/18 4:27:45,16,418,0
3557018604,2016/9/18 4:43:24,16,318,0
3557021102,2016/9/18 5:25:2,17,1252,0
3557026041,2016/9/18 6:47:21,13,190,0
3557026073,2016/9/18 6:47:53,15,579,0
3557026734,2016/9/18 6:58:54,16,327,0
3557027771,2016/9/18 7:16:11,15,292,0
3557031074,2016/9/18 8:11:14,16,405,0
