Time, Date, Ch1, Ch2, NAE
3556828936,2016/9/16 0:2:16,17,1083,0
3556828951,2016/9/16 0:2:31,16,994,0
3556829037,2016/9/16 0:3:57,16,629,0
3556829348,2016/9/16 0:9:8,20,350,0
3556829563,2016/9/16 0:12:43,19,290,0
3556829564,2016/9/16 0:12:44,18,2767,0
3556829717,2016/9/16 0:15:17,16,1821,0
3556829846,2016/9/16 0:17:26,1016,16,0
3556829897,2016/9/16 0:18:17,17,467,0
3556829992,2016/9/16 0:19:52,16,268,0
3556830241,2016/9/16 0:24:1,16,588,0
3556830368,2016/9/16 0:26:8,14,1701,0
3556830375,2016/9/16 0:26:15,15,183,0
3556830577,2016/9/16 0:29:37,17,421,0
3556830707,2016/9/16 0:31:47,16,240,0
3556830828,2016/9/16 0:33:48,14,304,0
3556830846,2016/9/16 0:34:6,17,161,0
3556830898,2016/9/16 0:34:58,15,589,0
3556831192,2016/9/16 0:39:52,15,6937,0
3556831372,2016/9/16 0:42:52,16,801,0
3556831462,2016/9/16 0:44:22,13,552,0
3556831482,2016/9/16 0:44:42,15,723,0
3556831937,2016/9/16 0:52:17,16,269,0
3556832158,2016/9/16 0:55:58,17,893,0
3556832159,2016/9/16 0:55:59,15,695,0
3556832208,2016/9/16 0:56:48,15,358,0
3556832242,2016/9/16 0:57:22,18,378,0
3556832594,2016/9/16 1:3:14,16,264,0
3556832647,2016/9/16 1:4:7,17,191,0
3556832781,2016/9/16 1:6:21,17,1069,0
3556832937,2016/9/16 1:8:57,15,375,0
3556833054,2016/9/16 1:10:54,15,263,0
3556833181,2016/9/16 1:13:1,18,472,0
3556833271,2016/9/16 1:14:31,16,3775,0
3556833755,2016/9/16 1:22:35,15,847,0
3556833808,2016/9/16 1:23:28,17,443,0
3556833830,2016/9/16 1:23:50,17,213,0
3556833961,2016/9/16 1:26:1,685,16,0
3556834007,2016/9/16 1:26:47,16,367,0
3556834043,2016/9/16 1:27:23,17,3012,0
3556834125,2016/9/16 1:28:45,17,3650,0
3556834139,2016/9/16 1:28:59,16,1183,0
3556834269,2016/9/16 1:31:9,14,210,0
3556834436,2016/9/16 1:33:56,13,1227,0
3556834683,2016/9/16 1:38:3,16,510,0
3556834706,2016/9/16 1:38:26,16,251,0
3556834844,2016/9/16 1:40:44,19,167,0
3556835106,2016/9/16 1:45:6,16,575,0
3556835178,2016/9/16 1:46:18,15,856,0
3556835375,2016/9/16 1:49:35,16,1474,0
3556835487,2016/9/16 1:51:27,15,289,0
3556835805,2016/9/16 1:56:45,15,525,0
3556835899,2016/9/16 1:58:19,17,527,0
3556835960,2016/9/16 1:59:20,14,3714,0
3556836024,2016/9/16 2:0:24,14,356,0
3556836037,2016/9/16 2:0:37,16,446,0
3556836208,2016/9/16 2:3:28,319,16,0
3556836460,2016/9/16 2:7:40,15,3566,0
3556836726,2016/9/16 2:12:6,16,584,0
3556836731,2016/9/16 2:12:11,16,394,0
3556836733,2016/9/16 2:12:13,15,261,0
3556836895,2016/9/16 2:14:55,15,2840,0
3556836959,2016/9/16 2:15:59,16,152,0
3556837089,2016/9/16 2:18:9,14,553,0
3556837204,2016/9/16 2:20:4,779,18,0
3556837401,2016/9/16 2:23:21,14,354,0
3556837492,2016/9/16 2:24:52,18,458,0
3556837530,2016/9/16 2:25:30,18,455,0
3556837670,2016/9/16 2:27:50,15,265,0
3556837861,2016/9/16 2:31:1,17,332,0
3556837887,2016/9/16 2:31:27,16,314,0
3556837981,2016/9/16 2:33:1,13,3783,0
3556838103,2016/9/16 2:35:3,16,913,0
3556838278,2016/9/16 2:37:58,16,1746,0
